,StationCode,Station,StationName,Latitude,Longitude,HUC12,HUCName,County,State,Organization
629,GCWD.UNTBALRUN2.17,,UNTBALRUN2.17,41.8107,-77.28607,20502050303,Marsh Creek,Tioga County,PA,1
630,GCWD.UNTBALRUN2.18,,UNTBALRUN2.18,41.80983333,-77.28518000000003,20502050303,Marsh Creek,Tioga County,PA,1
631,GCWD.UNTCOWRIV0.33,,UNTCOWRIV0.33,41.90963,-77.612,20501040801,Headwaters Cowanesque River,Potter County,PA,1
632,GCWD.UNTFIRFORSINCRE0.24,,UNTFIRFORSINCRE0.24,41.63119833,-78.0052,20502020403,Upper First Fork Sinnemahoning Creek,Potter County,PA,1
633,GCWD.UNTGENFOR1.05,,UNTGENFOR1.05,41.88315,-77.67865,20502050203,Genesee Forks,Potter County,PA,1
634,GCWD.UNTNORBRO0.71,,UNTNORBRO0.71,41.82465,-77.2801,20501040601,Catlin Hollow,Tioga County,PA,1
635,GCWD.UNTPHORUN0.05TEMP,,UNTPHORUN0.05TEMP,41.82511667,-77.63861667,20502050205,Phoenix Run,Potter County,PA,1
636,GCWD.WESBRAPINCRE14.64,,WESBRAPINCRE14.64,41.72995,-77.6534,20502050102,Wetmore Run-West Branch Pine Creek,Potter County,PA,1
637,GCWD.WILBOYRUN0.49,,WILBOYRUN0.49,41.61465,-77.8958,20502020405,East Fork Sinnemahoning Creek,Potter County,PA,1
638,HAWQS.AC1,,AC1,37.50667,-77.4016,20802060101,Almond Creek-James River,Henrico County,VA,1
639,HAWQS.AC2.1,,AC2,37.506684,-77.4111,20802060101,Almond Creek-James River,Henrico County,VA,1
640,HAWQS.BB1,,BB1,37.422899,-77.39541899999998,20802060103,Proctors Creek-James River,Henrico County,VA,1
641,HAWQS.BP1,,BP1,37.597203,-77.473774,20802060403,Upham Brook,Richmond city,VA,1
642,HAWQS.CL1,,CL1,37.633165999999996,-77.625863,20802050605,Tuckahoe Creek,Henrico County,VA,1
643,HAWQS.CR1,,CR1,37.68855,-77.5777,20802060401,Grassy Swamp Creek-Chickahominy River,Henrico County,VA,1
644,HAWQS.DB1,,DB1,37.40815,-77.3031,20802060104,Fourmile Creek,Henrico County,VA,1
645,HAWQS.DE1,,DE1,37.540124,-77.295608,20802060501,Powhite Creek-Chickahominy River,Henrico County,VA,1
646,HAWQS.DR1,,DR1,37.60234000000001,-77.6063,20802050605,Tuckahoe Creek,Henrico County,VA,1
647,HAWQS.DRP2,,DRP1,37.6224,-77.5863,20802050605,Tuckahoe Creek,Henrico County,VA,1
648,HAWQS.EL1,,EL1,37.670759999999994,-77.54777,20802060401,Grassy Swamp Creek-Chickahominy River,Henrico County,VA,1
649,HAWQS.EL2,,EL2,37.67443,-77.5481,20802060401,Grassy Swamp Creek-Chickahominy River,Henrico County,VA,1
650,HAWQS.HB1,,HB1,37.632049,-77.649008,20802050605,Tuckahoe Creek,Henrico County,VA,1
651,HAWQS.HC1,,HC1,37.648866,-77.496569,20802060403,Upham Brook,Henrico County,VA,1
652,HAWQS.HCLR,,HC2,37.598688,-77.4265,20802060501,Powhite Creek-Chickahominy River,Henrico County,VA,1
653,HAWQS.HCP1,,HCP1,37.555637,-77.394187,20802060101,Almond Creek-James River,Henrico County,VA,1
654,HAWQS.JB1,,JB1,37.588609999999996,-77.49361,20802060403,Upham Brook,Henrico County,VA,1
655,HAWQS.LL1,,LL1,37.630694,-77.60413199999998,20802050605,Tuckahoe Creek,Henrico County,VA,1
656,HAWQS.LWC1,,LWC1,37.56776,-77.53653,20802050607,Little Westham Creek-James River,Henrico County,VA,1
657,HAWQS.NR1,,NR1,37.63759,-77.47739,20802060403,Upham Brook,Henrico County,VA,1
658,HAWQS.NR2,,NR2,37.62927,-77.4768,20802060403,Upham Brook,Henrico County,VA,1
659,HAWQS.NRT1,,NRT1,37.630796999999994,-77.478803,20802060403,Upham Brook,Henrico County,VA,1
660,HAWQS.OL2,,OL2,37.40407800000001,-77.39102700000002,20802060103,Proctors Creek-James River,Henrico County,VA,1
661,HAWQS.OsborneLanding,,OL1,37.40235,-77.38779,20802060103,Proctors Creek-James River,Henrico County,VA,1
662,HAWQS.QM1,,QM1,37.60925,-77.5853,20802050605,Tuckahoe Creek,Henrico County,VA,1
663,HAWQS.RB1,,RB1,37.63028,-77.5138,20802060403,Upham Brook,Henrico County,VA,1
664,HAWQS.SA1,,SA1,37.802577,-77.575795,20801060304,Cedar Creek-South Anna River,Hanover County,VA,1
665,HAWQS.SHC1,,SHC1,37.569782000000004,-77.405588,20802060101,Almond Creek-James River,Henrico County,VA,1
666,HAWQS.SP1,,SP1,37.598862,-77.465087,20802060403,Upham Brook,Henrico County,VA,1
667,HAWQS.SR1,,SR1,37.54424,-77.36193,20802060101,Almond Creek-James River,Henrico County,VA,1
668,HAWQS.SR2,,SR2,37.543524,-77.388591,20802060101,Almond Creek-James River,Henrico County,VA,1
669,HAWQS.TB1,,TB1,37.60772,-77.46539,20802060403,Upham Brook,Henrico County,VA,1
670,HAWQS.TC1,,TC1,37.63404,-77.58027,20802050605,Tuckahoe Creek,Henrico County,VA,1
671,HAWQS.TCP1,,TCP1,37.62336,-77.6507,20802050605,Tuckahoe Creek,Henrico County,VA,1
672,HAWQS.TCT1,,TCT1,37.641087,-77.649435,20802050605,Tuckahoe Creek,Henrico County,VA,1
673,HAWQS.TUC1,,TUC1,37.6117,-77.6417,20802050605,Tuckahoe Creek,Henrico County,VA,1
674,HAWQS.WL1,,IL1,37.65998,-77.57763,20802060401,Grassy Swamp Creek-Chickahominy River,Henrico County,VA,1
675,HAWQS.WP1,,WP1,37.586301,-77.549689,20802050607,Little Westham Creek-James River,Henrico County,VA,1
676,JMSAWCD.B1,,B1,38.57467000000001,-77.771,20801030601,Marsh Run,Fauquier County,VA,1
677,JMSAWCD.BB1,,BB1,38.91354000000001,-77.89075,20700080502,Crooked Run-Goose Creek,Fauquier County,VA,1
678,JMSAWCD.BM1,,BM1,38.94082,-77.74233000000002,20700080701,Little River,Fauquier County,VA,1
679,JMSAWCD.Br1,,Br1,38.52912,-77.75145,20801030601,Marsh Run,Fauquier County,VA,1
680,JMSAWCD.CK1,,CK1,38.9365,-77.93529000000002,20700080502,Crooked Run-Goose Creek,Fauquier County,VA,1
681,JMSAWCD.CM1,,CM1,38.900079999999996,-77.83067,20700080504,Cromwells Run,Fauquier County,VA,1
682,JMSAWCD.CM2,,CM2,38.91903,-77.819,20700080504,Cromwells Run,Fauquier County,VA,1
683,JMSAWCD.CM3,,CM3,38.91597,-77.80181999999998,20700080504,Cromwells Run,Fauquier County,VA,1
684,JMSAWCD.CR1,,CR1,38.69928,-77.907,20801030202,Carter Run,Fauquier County,VA,1
685,JMSAWCD.CR2,,CR2,38.75895,-77.91523000000002,20801030202,Carter Run,Fauquier County,VA,1
686,JMSAWCD.CR3,,CR3,38.79938,-77.92217,20801030202,Carter Run,Fauquier County,VA,1
687,JMSAWCD.CR4,,CR4,38.74672,-77.88678,20801030202,Carter Run,Fauquier County,VA,1
688,JMSAWCD.CR5,,CR5,38.72454000000001,-77.91048,20801030202,Carter Run,Fauquier County,VA,1
689,JMSAWCD.GC1,,GC1,38.90555,-77.9975,20700080501,Mitchells Branch-Goose Creek,Fauquier County,VA,1
690,JMSAWCD.GC2,,GC2,38.90331,-77.93576999999998,20700080501,Mitchells Branch-Goose Creek,Fauquier County,VA,1
691,JMSAWCD.GC3,,GC3,38.9201,-77.87233,20700080502,Crooked Run-Goose Creek,Fauquier County,VA,1
692,JMSAWCD.GP1,,GP1,38.94361,-77.89528,20700080502,Crooked Run-Goose Creek,Fauquier County,VA,1
693,JMSAWCD.LR1,,LR1,38.89655,-77.7571,20700080701,Little River,Fauquier County,VA,1
694,JMSAWCD.LR2,,LR2,38.91472,-77.74361,20700080701,Little River,Fauquier County,VA,1
695,JMSAWCD.M1,,M1,38.56651,-77.75789,20801030601,Marsh Run,Fauquier County,VA,1
696,JMSAWCD.M2,,M2,38.50815,-77.76401,20801030601,Marsh Run,Fauquier County,VA,1
697,JMSAWCD.M3,,M3,38.47493,-77.77254,20801030601,Marsh Run,Fauquier County,VA,1
698,JMSAWCD.TR1,,TR1,38.74734,-77.98956,20801030104,Thumb Run,Fauquier County,VA,1
699,JMSAWCD.TR10,,TR10,38.80287,-77.95671,20801030104,Thumb Run,Fauquier County,VA,1
700,JMSAWCD.TR2,,TR2,38.76608,-77.97693000000002,20801030104,Thumb Run,Fauquier County,VA,1
701,JMSAWCD.TR3,,TR3,38.7941,-77.97416,20801030104,Thumb Run,Fauquier County,VA,1
702,JMSAWCD.TR4,,TR4,38.83345,-77.98868,20801030104,Thumb Run,Fauquier County,VA,1
703,JMSAWCD.TR5,,TR5,38.848079999999996,-77.9972,20801030104,Thumb Run,Fauquier County,VA,1
704,JMSAWCD.TR6,,TR6,38.866479999999996,-78.00363,20801030104,Thumb Run,Fauquier County,VA,1
705,JMSAWCD.TR7,,TR7,38.8852,-78.0251,20801030104,Thumb Run,Fauquier County,VA,1
706,JMSAWCD.TR8,,TR8,38.84394,-77.93862,20801030104,Thumb Run,Fauquier County,VA,1
707,JMSAWCD.TR9,,TR9,38.830999999999996,-77.93443,20801030104,Thumb Run,Fauquier County,VA,1
708,JRA.A01,,A01,37.316523,-77.273569,20802060201,Bailey Creek-James River,Prince George County,VA,1
709,JRA.A02,,A02,37.311187,-77.29799100000002,20802071002,Ashton Creek-Appomattox River,Hopewell city,VA,1
710,JRA.A03,,A03,37.233841999999996,-77.41256700000002,20802071001,Oldtown Creek-Appomattox River,Petersburg city,VA,1
711,JRA.A08,,A08,37.307396999999995,-78.388979,20802070206,Bad Luck Branch-Appomattox River,Cumberland County,VA,1
712,JRA.C01,,C01,37.264742,-76.87471500000002,20802060605,Morris Creek-Chickahominy River,James City County,VA,1
713,JRA.C05,,C05,37.551970000000004,-77.271146,20802060501,Powhite Creek-Chickahominy River,Henrico County,VA,1
714,JRA.J05,,J05,37.2239,-76.788613,20802060701,Broad Swamp-James River,James City County,VA,1
715,JRA.J08,,J08,37.518597,-77.416635,20802060101,Almond Creek-James River,Richmond city,VA,1
716,JRA.J10,,J10,37.530947,-77.431925,20802050607,Little Westham Creek-James River,Richmond city,VA,1
717,JRA.J20,,J20,37.534353,-77.44537199999998,20802050607,Little Westham Creek-James River,Richmond city,VA,1
718,JRA.J21,,J21,37.524390999999994,-77.469575,20802050607,Little Westham Creek-James River,Richmond city,VA,1
719,JRA.J22,,J22,37.52677,-77.47569399999998,20802050607,Little Westham Creek-James River,Richmond city,VA,1
720,JRA.J23,,J23,37.551590999999995,-77.520421,20802050607,Little Westham Creek-James River,Richmond city,VA,1
721,JRA.J24,,J24,37.56054,-77.54578199999997,20802050606,East Branch Tuckahoe Creek-James River,Henrico County,VA,1
722,JRA.J25,,J25,37.6661,-77.888811,20802050504,Mohawk Creek-James River,Goochland County,VA,1
723,JRA.J26,,J26,37.559211,-77.646665,20802050606,East Branch Tuckahoe Creek-James River,Chesterfield County,VA,1
724,JRA.J30,,J30,37.797533,-78.49055,20802031104,Little George Creek-James River,Fluvanna County,VA,1
725,JRA.J35,,J35,37.41605,-79.13675,20802030305,Opossum Creek-James River,Amherst County,VA,1
726,JRA.J40,,J40,37.529933,-79.679078,20802011501,Purgatory Creek-James River,Botetourt County,VA,1
727,JRA.M05,,M05,37.753461,-79.39231600000002,20802020501,Bennetts Run-Maury River,Rockbridge County,VA,1
728,JRA.P05,,P05,37.237651,-76.768367,20802060702,Powhatan Creek,James City County,VA,1
729,JRRC.JOHRUN0.54,,JOHRUN 0.54,39.827579,-77.87694,20700040605,Lower West Branch Conococheague Creek,Franklin County,PA,1
730,JRRC.JOHRUN2.41,,JOHRUN 2.41,39.834038,-77.898473,20700040605,Lower West Branch Conococheague Creek,Franklin County,PA,1
731,JRRC.JOHRUN2.79,,JOHRUN 2.79,39.831062,-77.902611,20700040605,Lower West Branch Conococheague Creek,Franklin County,PA,1
732,JRRC.JOHRUN3.08,,JOHRUN 3.08,39.831043,-77.906097,20700040605,Lower West Branch Conococheague Creek,Franklin County,PA,1
733,JRRC.JOHRUN4.35,,JOHRUN 4.35,39.837415,-77.923427,20700040605,Lower West Branch Conococheague Creek,Franklin County,PA,1
734,LACA.8-COL-40-LACA,,8-COL-40-LACA,37.984722,-77.766944,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
735,LACA.8-CON-33-LACA,,8-CON-33-LACA,38.063611,-77.849722,20801060601,Contrary Creek,Louisa County,VA,1
736,LACA.8-CON-5-LACA,,8-CON-5-LACA,38.063055,-77.831944,20801060601,Contrary Creek,Louisa County,VA,1
737,LACA.8-CRC-44-LACA,,8-CRC-44-LACA,38.088111,-77.90119399999998,20801060404,Christopher Creek-North Anna River,Louisa County,VA,1
738,LACA.8-DAV-39-LACA,,8-DAV-39-LACA,37.99583300000001,-77.733056,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
739,LACA.8-ELK-32-LACA,,8-ELK-32-LACA,38.033611,-77.795833,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
740,LACA.8-ELK-42-LACA,,8-ELK-42-LACA,38.025278,-77.806944,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
741,LACA.8-FWC-34-LACA,,8-FWC-34-LACA,38.053611,-77.841389,20801060601,Contrary Creek,Louisa County,VA,1
742,LACA.8-GMC-13-LACA,,8-GMC-13-LACA,38.111944,-77.942222,20801060403,Gold Mine Creek,Louisa County,VA,1
743,LACA.8-MIT-45-LACA,,8-MIT-45-LACA,38.081942,-77.8227,20801060602,Pigeon Run-Lake Anna,Louisa County,VA,1
744,LACA.8-MLN-31-LACA,,8-MLN-31-LACA,38.021389,-77.77583299999998,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
745,LACA.8-MLN-41-LACA,,8-MLN-41-LACA,38.009722,-77.788889,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
746,LACA.8-NAP-29-LACA,,8-NAP-29-LACA,38.05056,-77.78389,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
747,LACA.8-NAR-1-LACA,,8-NAR-1-LACA,38.010583000000004,-77.716111,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
748,LACA.8-NAR-12-LACA,,8-NAR-12-LACA,38.111944,-77.88638900000002,20801060404,Christopher Creek-North Anna River,Louisa County,VA,1
749,LACA.8-NAR-2-LACA,,8-NAR-2-LACA,38.031944,-77.7375,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
750,LACA.8-NAR-3-LACA,,8-NAR-3-LACA,38.053611,-77.765555,20801060603,Elk Creek-Lake Anna,Spotsylvania County,VA,1
751,LACA.8-NAR-35-LACA,,8-NAR-35-LACA,38.118611,-77.954167,20801060404,Christopher Creek-North Anna River,Orange County,VA,1
752,LACA.8-NAR-4-LACA,,8-NAR-4-LACA,38.069722,-77.7875,20801060602,Pigeon Run-Lake Anna,Louisa County,VA,1
753,LACA.8-NAR-43-LACA,,8-NAR-43-LACA,38.119444,-77.94555600000002,20801060404,Christopher Creek-North Anna River,Spotsylvania County,VA,1
754,LACA.8-NAR-47-LACA,,8-NAR-47-LACA,38.102717,-77.861664,20801060404,Christopher Creek-North Anna River,Louisa County,VA,1
755,LACA.8-NAR-6-LACA,,8-NAR-6-LACA,38.086110999999995,-77.81527700000002,20801060602,Pigeon Run-Lake Anna,Louisa County,VA,1
756,LACA.8-PGN-7-LACA,,8-PGN-7-LACA,38.096111,-77.814444,20801060602,Pigeon Run-Lake Anna,Spotsylvania County,VA,1
757,LACA.8-PLT-36-LACA,,8-PLT-36-LACA,38.143611,-77.85555500000002,20801060503,Plentiful Creek-Pamunkey Creek,Spotsylvania County,VA,1
758,LACA.8-PLT-9-LACA,,8-PLT-9-LACA,38.132222,-77.8575,20801060503,Plentiful Creek-Pamunkey Creek,Spotsylvania County,VA,1
759,LACA.8-PMC-11-LACA,,8-PMC-11-LACA,38.138889,-77.895,20801060501,Clear Creek-Pamunkey Creek,Spotsylvania County,VA,1
760,LACA.8-PMC-38-LACA,,8-PMC-38-LACA,38.141667,-77.929722,20801060501,Clear Creek-Pamunkey Creek,Orange County,VA,1
761,LACA.8-PMC-8-LACA,,8-PMC-8-LACA,38.109722,-77.83805500000003,20801060503,Plentiful Creek-Pamunkey Creek,Spotsylvania County,VA,1
762,LACA.8-RCK-30-LACA,,8-RCK-30-LACA,37.994167,-77.75416700000002,20801060603,Elk Creek-Lake Anna,Louisa County,VA,1
763,LACA.8-STU-46-LACA,,8-STU-46-LACA,38.087083,-77.783861,20801060602,Pigeon Run-Lake Anna,Spotsylvania County,VA,1
764,LACA.8-TRY-10-LACA,,8-TRY-10-LACA,38.148333,-77.892778,20801060502,Terrys Run,Spotsylvania County,VA,1
765,LACA.8-TRY-37-LACA,,8-TRY-37-LACA,38.16278,-77.90694,20801060502,Terrys Run,Orange County,VA,1
766,LACA.EX-1,,EX-1,38.11488,-78.01012,20801060402,Hickory Creek,Louisa County,VA,1
767,LACA.EX-12,,EX-12,38.096,-77.96222,20801060403,Gold Mine Creek,Louisa County,VA,1
768,LACA.EX-13,,EX-13,38.088159999999995,-77.90111,20801060404,Christopher Creek-North Anna River,Louisa County,VA,1
769,LACA.EX-2,,EX-2,38.11522,-78.00256999999998,20801060402,Hickory Creek,Louisa County,VA,1
770,LACA.EX-4,,EX-4,38.1222,-77.9847,20801060401,Mountain Run-North Anna River,Orange County,VA,1
771,LACA.EX-5,,EX-5,38.13902,-78.00667,20801060401,Mountain Run-North Anna River,Louisa County,VA,1
772,LACA.EX-9,,EX-9,38.10709,-78.03813000000002,20801060402,Hickory Creek,Louisa County,VA,1
773,LACA.P13,,P13,38.23637,-77.97138000000002,20801060501,Clear Creek-Pamunkey Creek,Orange County,VA,1
774,LACA.P7,,P7,38.226820000000004,-77.98037,20801060501,Clear Creek-Pamunkey Creek,Orange County,VA,1
775,LCCD.AnnanRun,,Annan Run,39.897857,-75.995203,20503061402,Valley Creek-East Branch Octoraro Creek,Lancaster County,PA,1
776,LCCD.BR1,,BR1,40.111389,-76.3325,20503061001,Millers Run-Little Conestoga Creek,Lancaster County,PA,1
777,LCCD.BR2,,BR2,40.116389,-76.330557,20503061001,Millers Run-Little Conestoga Creek,Lancaster County,PA,1
778,LCCD.BasinRun,,Basin Run,39.6618,-76.1474,20503061503,Basin Run-Octoraro Creek,Cecil County,MD,1
779,LCCD.BellsRunBartville,,Bells Run,39.89775,-76.05285,20503061403,Muddy Run-East Branch Octoraro Creek,Lancaster County,PA,1
780,LCCD.BellsRunRynear,,Bells Run,39.887816,-76.045817,20503061403,Muddy Run-East Branch Octoraro Creek,Lancaster County,PA,1
781,LCCD.CW1,,CW1,39.76356,-76.1679,20503061711,Conowingo Creek,Lancaster County,PA,1
782,LCCD.CW2,,CW2,39.77364,-76.1702223,20503061711,Conowingo Creek,Lancaster County,PA,1
783,LCCD.CW3,,CW3,39.8588,-76.20147,20503061711,Conowingo Creek,Lancaster County,PA,1
784,LCCD.CW4,,CW4,39.8304,-76.1892,20503061711,Conowingo Creek,Lancaster County,PA,1
785,LCCD.Climb1,,Climb1,39.920757,-76.29744000000002,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
786,LCCD.Climb2,,Climb2,39.918973,-76.28175,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
787,LCCD.Climb3,,Climb3,39.91547,-76.312588,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
788,LCCD.CoC2,,CoC2,40.187778,-76.17,20503060901,Little Cocalico Creek-Cocalico Creek,Lancaster County,PA,1
789,LCCD.Con2,,Con2,40.134722,-76.616667,20503061701,Conoy Creek,Lancaster County,PA,1
790,LCCD.Con3,,Con3,40.131944,-76.621944,20503061701,Conoy Creek,Lancaster County,PA,1
791,LCCD.Con4,,Con4,40.127221999999996,-76.627778,20503061701,Conoy Creek,Lancaster County,PA,1
792,LCCD.CoopersRun,,Coopers Run,39.831417,-76.02552800000002,20503061403,Muddy Run-East Branch Octoraro Creek,Lancaster County,PA,1
793,LCCD.Fish1,,Fish1,39.831478000000004,-76.245341,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
794,LCCD.Fish2,,Fish2,39.82875900000001,-76.242286,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
795,LCCD.Fish3,,Fish3,39.809412,-76.233583,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
796,LCCD.Fish4,,Fish4,39.807606,-76.236189,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
797,LCCD.Fish5,,Fish5,39.796640999999994,-76.257328,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
798,LCCD.Fish6,,Fish6,39.814735,-76.237063,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
799,LCCD.Fish7,,Fish7,39.851725,-76.243605,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
800,LCCD.Fish8,,Fish8,39.81847,-76.244814,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
801,LCCD.Fish9,,Fish9,39.83547,-76.24224,20503061709,Fishing Creek-Susquehanna River,Lancaster County,PA,1
802,LCCD.Good1,,Good1,39.94195,-76.306546,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
803,LCCD.HACC1,,HACC1,40.042221999999995,-76.268056,20503061107,Lower Conestoga River,Lancaster County,PA,1
804,LCCD.HANDMS1,,HANDMS1,40.0326,-76.2871,20503061107,Lower Conestoga River,Lancaster County,PA,1
805,LCCD.HC4,,HC4,40.174721999999996,-76.255278,20503060903,Hammer Creek,Lancaster County,PA,1
806,LCCD.Kelly1,,Kelly1,39.836524,-76.339021,20503061708,Muddy Run-Susquehanna River,Lancaster County,PA,1
807,LCCD.KnightsRun,,KR,39.884646000000004,-75.97873299999998,20503061403,Muddy Run-East Branch Octoraro Creek,Chester County,PA,1
808,LCCD.LC2,,LC2,39.983782,-76.377848,20503061002,West Branch Little Conestoga Creek-Little Conestoga Creek,Lancaster County,PA,1
809,LCCD.LC3,,LC3,40.03694444,-76.34333333,20503061002,West Branch Little Conestoga Creek-Little Conestoga Creek,Lancaster County,PA,1
810,LCCD.LC4,,LC4,40.036944,-76.343333,20503061002,West Branch Little Conestoga Creek-Little Conestoga Creek,Lancaster County,PA,1
811,LCCD.LC5,,LC5,40.095278,-76.336389,20503061001,Millers Run-Little Conestoga Creek,Lancaster County,PA,1
812,LCCD.LR3,,LR3,40.133611,-76.25805600000002,20503061105,Lititz Run,Lancaster County,PA,1
813,LCCD.LaR2,,LaR2,40.089721999999995,-76.29055600000002,20503061107,Lower Conestoga River,Lancaster County,PA,1
814,LCCD.LaR3,,LaR3,40.075,-76.269444,20503061107,Lower Conestoga River,Lancaster County,PA,1
815,LCCD.MILL1,,MILL1,40.085556,-76.044167,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
816,LCCD.MILL1A,,MILL1A,40.089444,-76.06916700000002,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
817,LCCD.MILL2,,MILL2,40.081666999999996,-76.086111,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
818,LCCD.MILL3,,MILL3,40.076389,-76.07777800000002,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
819,LCCD.MILL4,,MILL4,40.0625,-76.156667,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
820,LCCD.MILL5,,MILL5,40.053611,-76.1725,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
821,LCCD.MILL6,,MILL6,40.055833,-76.180278,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
822,LCCD.MILL7,,MILL7,40.026389,-76.241389,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
823,LCCD.MILLTRIB1,,MILLTRIB1,40.026944,-76.242222,20503061106,Muddy Run-Mill Creek,Lancaster County,PA,1
824,LCCD.MeetinghouseCreek,,Meetinghouse Creek,39.91252,-76.06882,20503061501,West Branch Octoraro Creek,Lancaster County,PA,1
825,LCCD.Mud1,,Mud1,40.174444,-76.08166700000002,20503061102,Muddy Creek,Lancaster County,PA,1
826,LCCD.Mud2,,Mud2,40.179167,-76.08166700000002,20503061101,Little Muddy Creek,Lancaster County,PA,1
827,LCCD.Mud3,,Mud3,40.196389,-76.056944,20503061102,Muddy Creek,Lancaster County,PA,1
828,LCCD.MuddyRun,,Muddy Run,39.831437,-76.004965,20503061403,Muddy Run-East Branch Octoraro Creek,Chester County,PA,1
829,LCCD.NickelMinesRun,,Nickel Mines Run,39.9127,-76.06865,20503061501,West Branch Octoraro Creek,Lancaster County,PA,1
830,LCCD.OctoraroHorseshoe,,Octoraro Mainstem,39.70666667,-76.11555556,20503061502,Tweed Creek-Octoraro Creek,Cecil County,MD,1
831,LCCD.OctoraroMoore,,Octoraro Mainstem,39.659946999999995,-76.152979,20503061503,Basin Run-Octoraro Creek,Cecil County,MD,1
832,LCCD.PEQ1,,PEQ1,39.895188,-76.35781,20503061204,Climbers Run-Pequea Creek,Lancaster County,PA,1
